poi_id,name,category_raw,category_norm,lat,lng,nearest_stop_name,stop_lat,stop_lng,source,description,solo_friendly
8413554,대정쌍둥이식당,restaurant,음식점,33.21159802663268,126.25942731060493,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,저렴한 가격에 맛난 한식을 즐길 수 있는 곳,True
2071537290,산방산접짝뼈&돌우럭,restaurant,음식점,33.2117134456972,126.257613666434,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,산방산의 신선한 접짝뼈와 돌우럭 요리를 즐길 수 있는 레스토랑,True
345412599,25시해장국,restaurant,음식점,33.2116764741532,126.25746167132,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,해장국 전문점으로 24시간 운영되어 밤늦게 배고플 때 좋은 선택지다.,True
1843541005,제주사쿠 모슬포본점,restaurant,음식점,33.2114924385125,126.257443918987,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,제주 특색을 담은 다양한 해산물 요리를 즐길 수 있는 모슬포본점,True
666411877,영희네휴게점,restaurant,음식점,33.20990686230656,126.2590178909001,모슬포 남항 여객선 터미널(운진항),33.210974,126.257336,kakao_local,가정식 한끼를 먹을 수 있는 편안한 분위기의 휴게소 식당.,True
1970700448,이든모아휴게점,restaurant,음식점,33.20990316119756,126.2588506019552,모슬포 남항 여객선 터미널(운진항),33.210974,126.257336,kakao_local,가족 모두가 즐길 수 있는 다양한 메뉴가 있는 모아휴게점,True
1798551749,신모슬포포구식당,restaurant,음식점,33.211512059557,126.256502024182,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,신선한 해산물 요리와 바다 전망을 즐길 수 있는 식당,True
2078748760,소쿠리밥상,restaurant,음식점,33.2150087370152,126.25789690286248,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,유니크한 메뉴와 분위기가 돋보이는 런던 스타일 레스토랑.,True
1465673430,모슬포왕곰탕,restaurant,음식점,33.2152054135273,126.257917767902,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,왕곰탕 전문점으로 유명한 모슬포에서 맛볼 수 있는 한국 전통 음식점입니다.,True
1263333584,하모반점,restaurant,음식점,33.2153072013754,126.25790189188,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,중국의 전통 요리를 맛볼 수 있는 중국집,True
1873983784,별미양곱창,restaurant,음식점,33.2117944081407,126.255922584443,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,양곱창 전문점으로 맛있는 별미양곱창을 즐길 수 있는 곳,True
2069992127,힛뜨수산 제주,restaurant,음식점,33.2124990739487,126.254650957453,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,제주 특산물을 활용한 다양한 수산 요리를 즐길 수 있는 레스토랑,True
8588538,하모해변,attraction,관광/문화,33.2110649410497,126.260753218164,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,자연 그대로의 아름다운 해변으로 매력적인 풍경을 감상할 수 있는 곳입니다.,True
702331180,방어축제의거리,attraction,관광/문화,33.21980562043978,126.25132375292877,하모체육공원,33.218752,126.252288,kakao_local,방어 축제 분위기 속에서 다채로운 음식과 문화를 즐길 수 있는 거리.,True
2007447100,시계탑상가거리,attraction,관광/문화,33.2217835871957,126.25369582843,하모2리,33.221467,126.252767,kakao_local,오랫동안 시간이 멈춘 것처럼 느껴지는 분위기가 있는 상가 거리.,True
8235118,농남못,attraction,관광/문화,33.21946594510846,126.26987224188666,대정읍 다목적회관,33.219357,126.269484,kakao_local,자연과 조용한 풍경을 즐길 수 있는 농남못,True
1926550847,이기풍선교기념관,other,기타,33.22139543848322,126.24972260866558,하모3리[북],33.221583,126.251067,kakao_local,이기풍 선교사의 생애와 노고를 기리는 교육적 시설,True
184,대정현역사자료전시관,other,기타,33.225143170402,126.256283737992,대정초등학교,33.224779,126.25639,kakao_local,대정현 관련 역사 자료와 유물을 전시하고 있는 전시관.,True
1912194179,CU 서귀최남단해안로점,convenience_store,편의시설,33.2116525318141,126.257075742504,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,해안로 접근성이 좋고 다양한 편의용품이 구비돼 있는 CU 편의점,True
9657563,모슬포낚시편의점,convenience_store,편의시설,33.2116594882304,126.257032780278,모슬포 남항 여객선 터미널(운진항),33.211189,126.257486,kakao_local,낚시 편의용품 및 간식 등을 판매하는 편의점.,True
125980040,M1971 요트투어 주차장,parking,주차장,33.21050207677137,126.25707688231601,모슬포 남항 여객선 터미널(운진항),33.210974,126.257336,kakao_local,요트투어 주차장으로 요트투어를 이용하는 고객들의 차량을 주차할 수 있는 공간입니다.,True
